Address ,Price ,Pay For A Year ,Rooms ,City ,Build Size ,Floor ,Balcony ,Area ,Type 
בבלי 18,"11,500 ₪",12,0,מבשרת ציון,200,1 מתוך 6,0,ירושלים והסביבה,סאבלט
מנחם בגין 12,"4,400 ₪",12,0,נתניה,137,קרקע מתוך 1,0,נתניה והסביבה,דירה
נגבה 7,"3,000 ₪",12,5.0,תל אביב יפו,78,2 מתוך 4,1,תל אביב,דירה
יעל רום 4,"9,500 ₪",3,0,ירושלים,147,4 מתוך 4,1,ירושלים והסביבה,דירה
אליעזר קשאני 9,"9,300 ₪",12,0,תל אביב יפו,62,3 מתוך 8,0,תל אביב,דירה
יבניאלי 9,"2,000 ₪",12,0,כפר סבא,160,5 מתוך 9,0,רעננה - כפר סבא,דירה
בן יהודה 167,"11,800 ₪",0,0,יבנה,55,7 מתוך 7,1,גדרה יבנה והסביבה,דירה
שתולים 61,"8,500 ₪",0,0,תל אביב יפו,110,7 מתוך 9,1,תל אביב,דירה
פלורנטין 20,"5,000 ₪",12,0,ירושלים,0,1 מתוך 10,0,ירושלים והסביבה,דירת גן
ברקת 15,"3,500 ₪",1,6.0,קרית אתא,0,3 מתוך 3,0,קריות,דירה
נחל משמר 9,"5,000 ₪",12,0,יבנה,38,2 מתוך 5,2,גדרה יבנה והסביבה,דירת גן
נחל צלמון 4,"6,500 ₪",0,6.0,נשר,78,3 מתוך 8,0,חיפה וחוף הכרמל,דירה
משעול הרקפת 1,"4,500 ₪",12,0,באר שבע,30,2 מתוך 4,3,באר שבע והסביבה,דירה
שפרינצק 3,"2,500 ₪",12,0,הוד השרון,120,1 מתוך 4,1,הוד השרון והסביבה,דירה
צוקית 10,0,12,0,ראשון לציון,140,5 מתוך 19,1,"ראשל""צ והסביבה",יחידת דיור
שדרת התמרים 14,"3,600 ₪",12,3.0,גבעת שמואל,46,4 מתוך 9,0,בקעת אונו,דירה
שדרות הקונגרס 11,"8,600 ₪",12,3.0,תל אביב יפו,55,3 מתוך 3,0,תל אביב,דירה
חנה אברך 26,"3,700 ₪",12,0,יד בנימין,78,2 מתוך 2,0,גדרה יבנה והסביבה,בית פרטי/קוטג'
הרצל 20,"15,000 ₪",12,0,רמת גן,145,קרקע מתוך 2,0,רמת גן - גבעתיים,דירה
הגדוד העברי 61,"2,950 ₪",10,6.0,תל אביב יפו,56,9 מתוך 22,0,תל אביב,דירה
משמר הירדן 23,"3,300 ₪",12,0,נתיבות,97,4 מתוך 22,0,באר שבע והסביבה,דירה
השומר 39,"1,850 ₪",12,4.0,תל אביב יפו,45,1 מתוך 4,0,תל אביב,דירה
א.ד. גורדון 10,"8,500 ₪",12,0,תל אביב יפו,127,4 מתוך 6,0,תל אביב,בית פרטי/קוטג'
דרך יהודה המכבי 45,"3,000 ₪",12,0,ראשון לציון,70,4 מתוך 4,0,"ראשל""צ והסביבה",יחידת דיור
מעלה הגת 36,"4,700 ₪",12,0,עכו,150,1 מתוך 3,0,עכו - נהריה,דירה
שדרות הארזים 8,"7,500 ₪",12,0,נהריה,90,קרקע מתוך 3,0,עכו - נהריה,דירה
"רמב""ם","6,000 ₪",12,0,קרית אונו,125,2 מתוך 3,0,בקעת אונו,בית פרטי
העולים 67,"2,500 ₪",12,0,באר שבע,127,0,0,באר שבע והסביבה,יחידת דיור
שפינוזה 19,"5,300 ₪",12,0,רמת גן,120,2 מתוך 5,0,רמת גן - גבעתיים,דירה
רודד 399,"6,000 ₪",12,0,רמת גן,155,2 מתוך 4,0,רמת גן - גבעתיים,בית פרטי/קוטג'
שדרות ורבורג 25,"3,000 ₪",12,0,רמת גן,113,3 מתוך 5,0,רמת גן - גבעתיים,דירה
הברוש 6,"8,900 ₪",12,0,תל אביב יפו,60,5 מתוך 5,1,תל אביב,בית פרטי/קוטג'
נורדאו 35,"5,500 ₪",12,0,נהריה,62,קרקע מתוך קרקע,1,עכו - נהריה,דירה
קהילת קליבלנד 14,"4,100 ₪",12,0,תל אביב יפו,75,4 מתוך 4,1,תל אביב,דירה
שדרות הארזים 8,"7,500 ₪",12,0,תל אביב יפו,270,1 מתוך 1,0,תל אביב,דירה
"רמב""ם","6,000 ₪",12,0,חולון,40,2 מתוך 3,0,חולון - בת ים,בית פרטי
העולים 67,"2,500 ₪",12,0,פתח תקווה,111,3 מתוך 3,1,פתח תקוה והסביבה,יחידת דיור
שפינוזה 19,"5,300 ₪",12,0,חיפה,100,1 מתוך 12,0,חיפה וחוף הכרמל,דירה
רודד 399,"6,000 ₪",5,5.5,נתניה,60,1 מתוך 4,1,נתניה והסביבה,בית פרטי/קוטג'
שדרות ורבורג 25,"3,000 ₪",10,0,ירושלים,74,4 מתוך 4,0,ירושלים והסביבה,דירה
הברוש 6,"8,900 ₪",12,0,כפר סבא,123,8 מתוך 9,1,רעננה - כפר סבא,בית פרטי/קוטג'
נורדאו 35,"5,500 ₪",1,3.0,תל אביב יפו,155,19 מתוך 27,0,תל אביב,דירה
קהילת קליבלנד 14,"4,100 ₪",12,4.0,תל אביב יפו,70,2 מתוך 9,0,תל אביב,דירה
רוטשילד 12,"6,300 ₪",1,0,כפר סבא,75,2 מתוך 4,0,רעננה - כפר סבא,דירה
קצרין 57,"3,600 ₪",12,0,הרצליה,0,1 מתוך 8,1,רמת השרון - הרצליה,מרתף/פרטר
ברוך רם 19,"3,700 ₪",12,0,גבעת שפירא,0,4 מתוך 4,1,חדרה וישובי עמק חפר,דירת גן
"מזא""ה 47","12,500 ₪",1,0,קרית מוצקין,70,5 מתוך 6,1,קריות,דירה
יוסף צבי מלר 15,"8,500 ₪",12,0,כפר סבא,130,18 מתוך 48,0,רעננה - כפר סבא,דופלקס
אריה מוצקין 9,"5,300 ₪",12,0,הרצליה,40,5 מתוך 8,0,רמת השרון - הרצליה,דירה
הרקפת 19,"3,500 ₪",12,0,גבעת שפירא,48,2 מתוך 3,1,חדרה וישובי עמק חפר,מחסן
העצמאות 67,"7,600 ₪",12,0,קרית מוצקין,30,קרקע מתוך 3,2,קריות,דירה
פרופ' יובל נאמן 3,"15,500 ₪",12,0,חיפה,50,5 מתוך 6,1,חיפה וחוף הכרמל,דירה
יוסף חיים 21,"5,800 ₪",12,0,תל אביב יפו,100,4 מתוך 4,1,תל אביב,לופט
דגניה 11,"3,250 ₪",1,0,ירושלים,133,5 מתוך 7,0,ירושלים והסביבה,דירה
ירושלים,"5,100 ₪",12,3.0,קרית מוצקין,57,4 מתוך 8,1,קריות,דירה
ארגמן 1,"5,000 ₪",12,0,תל אביב יפו,105,קרקע מתוך 2,0,תל אביב,דירה
וולפסון 29,"3,700 ₪",12,3.0,מודיעין מכבים רעות,140,1 מתוך 2,0,מודיעין והסביבה,יחידת דיור
גורדון 34,"6,800 ₪",12,0,תל אביב יפו,185,2 מתוך 2,0,תל אביב,דו משפחתי
בית הלל,"7,350 ₪",12,0,תל אביב יפו,530,4 מתוך 6,1,תל אביב,דירת גן
משה לוי 10,"5,000 ₪",12,1.0,ראשון לציון,130,1 מתוך 3,0,"ראשל""צ והסביבה",דירה
דוד רמז 38,0,0,0,נתניה,100,1 מתוך 6,0,נתניה והסביבה,בית פרטי/קוטג'
דרור 16,"2,500 ₪",12,6.0,אור יהודה,67,3 מתוך 4,1,בקעת אונו,יחידת דיור
אלעזר פרידמן 7,0,0,0,קרית מלאכי,250,4 מתוך 9,0,אשדוד - אשקלון,דירה
הרב נסים,"3,500 ₪",0,0,רמת גן,92,1 מתוך 8,1,רמת גן - גבעתיים,דירת גן
יהלום 9,"6,800 ₪",12,0,חדרה,500,8 מתוך 9,3,חדרה וישובי עמק חפר,דירה
פרי מגדים,"4,400 ₪",12,0,רמת ישי,90,2 מתוך 2,0,עמק יזרעאל,יחידת דיור
קרן קיימת לישראל 25,"6,300 ₪",12,0,נס ציונה,65,קרקע מתוך קרקע,0,נס ציונה - רחובות,דירה
הלל 47,"2,200 ₪",0,0,רמת גן,200,2 מתוך 3,2,רמת גן - גבעתיים,דירה
שונית 7,"6,500 ₪",12,0,הרצליה,86,קרקע מתוך 4,0,רמת השרון - הרצליה,דירה
משה לוי 10,"6,100 ₪",12,0,נשר,200,3 מתוך 3,3,חיפה וחוף הכרמל,דירה
שדרות ברוך בוארון 5,"2,200 ₪",12,0,רמת גן,400,2 מתוך 3,1,רמת גן - גבעתיים,דירה
יהלום 1,0,6,0,רמת גן,101,קרקע מתוך קרקע,0,רמת גן - גבעתיים,דירת גן
קטיף 8,"4,000 ₪",12,0,פתח תקווה,86,10 מתוך 16,0,פתח תקוה והסביבה,גג/פנטהאוז
אילת 13,"5,500 ₪",12,6.0,תל אביב יפו,200,13 מתוך 13,1,תל אביב,דירה
אורן 25,"3,400 ₪",0,5.0,מעלות תרשיחא,400,קרקע מתוך קרקע,0,גליל ועמקים,דירה
א.ד. גורדון 15,"8,950 ₪",12,3.0,קרית אתא,101,3 מתוך 3,0,קריות,גג/פנטהאוז
ניר עקיבא,"4,500 ₪",12,0,נתניה,173,1 מתוך 7,1,נתניה והסביבה,בית פרטי/קוטג'
השקמה 11,"10,000 ₪",12,6.0,בת ים,150,קרקע מתוך 4,0,חולון - בת ים,דו משפחתי
המצודה 1,"4,500 ₪",12,5.0,רמת גן,145,1 מתוך 4,1,רמת גן - גבעתיים,דירה
חנה סנש 7,"2,300 ₪",12,3.0,אזור,185,5 מתוך 9,1,חולון - בת ים,דירה
גני גד 1,"2,600 ₪",0,2.0,באר שבע,90,1 מתוך 1,0,באר שבע והסביבה,יחידת דיור
"אצ""ל 20","2,700 ₪",12,3.0,תל אביב יפו,130,קרקע מתוך קרקע,0,תל אביב,יחידת דיור
"אצ""ל 20","2,700 ₪",12,0,תל אביב יפו,0,1 מתוך 1,0,תל אביב,יחידת דיור
האורנים 4,"3,000 ₪",12,0,בית דגן,67,1 מתוך 1,1,"ראשל""צ והסביבה",דירה
הגאולה 4,"7,000 ₪",12,4.0,חיפה,75,3 מתוך 3,1,חיפה וחוף הכרמל,דירה
יעקב דורי 4,"7,500 ₪",12,0,אשקלון,240,2 מתוך 5,0,אשדוד - אשקלון,דירה
יהלום 32,0,12,4.0,פרדס חנה כרכור,60,7 מתוך 8,0,פרדס חנה - כרכור,דירה
נחשול 1,"6,000 ₪",12,0,קרית ביאליק,0,3 מתוך 6,0,קריות,דירה
אזור תעשייה בני יהודה,0,12,0,ראשון לציון,128,7 מתוך 7,0,"ראשל""צ והסביבה",יחידת דיור
נווה שלום 19,"3,400 ₪",12,6.5,הרצליה,114,4 מתוך 9,0,רמת השרון - הרצליה,דירה
ערבי נחל,"10,500 ₪",12,3.0,תל אביב יפו,90,6 מתוך 20,0,תל אביב,דירה
ניסים אלוני,"11,800 ₪",12,0,רמת גן,85,2 מתוך 10,1,רמת גן - גבעתיים,דירה
,"100,000 ₪",12,0,תל אביב יפו,114,1 מתוך 5,1,תל אביב,בית פרטי/קוטג'
דיזנגוף,"7,500 ₪",0,0,פרדס חנה כרכור,85,1 מתוך 4,0,פרדס חנה - כרכור,דירה
השיטה,"3,600 ₪",12,4.0,תל אביב יפו,34,5 מתוך 8,0,תל אביב,דירה
,"3,000 ₪",0,3.0,בית דגן,120,3 מתוך 5,1,"ראשל""צ והסביבה",דירה
קרל פופר,"7,500 ₪",12,0,חיפה,122,קרקע מתוך 42,0,חיפה וחוף הכרמל,דירה
סוקולוב 80,"6,000 ₪",0,0,אשקלון,90,2 מתוך 2,1,אשדוד - אשקלון,דירה
החלוץ,"4,700 ₪",12,0,פרדס חנה כרכור,115,2 מתוך 3,0,פרדס חנה - כרכור,דירה
מוטה גור,"8,900 ₪",12,0,קרית ביאליק,110,קרקע מתוך 3,0,קריות,דירה
שדרות קדש 4,"5,150 ₪",0,0,ראשון לציון,125,1 מתוך 1,1,"ראשל""צ והסביבה",דירה
קלישר 22,"2,200 ₪",12,2.5,הרצליה,124,7 מתוך 40,0,רמת השרון - הרצליה,דירה
יסמין,"12,500 ₪",0,5.0,תל אביב יפו,240,קרקע מתוך 42,0,תל אביב,בית פרטי
שדרות אפרים קציר 9,"5,268 ₪",12,5.0,רמת גן,130,10 מתוך 20,0,רמת גן - גבעתיים,דירה
הסנה 4,"4,900 ₪",0,0,תל אביב יפו,97,3 מתוך 3,0,תל אביב,מרתף/פרטר
יסמין 2,111 ₪,12,0,פרדס חנה כרכור,100,8 מתוך 9,1,פרדס חנה - כרכור,יחידת דיור
ז'בוטינסקי 6,"3,000 ₪",0,0,תל אביב יפו,34,4 מתוך 4,1,תל אביב,דירה
שלמה בן יוסף 25,"3,200 ₪",0,5.0,באר יעקב,0,קרקע מתוך 4,0,"ראשל""צ והסביבה",דירה
אברבנאל 74,"10,500 ₪",12,0,ראשון לציון,60,16 מתוך 17,1,"ראשל""צ והסביבה",דירה
כלי שיר 1,"3,500 ₪",12,0,תל אביב יפו,135,3 מתוך 3,1,תל אביב,דירה
נתיב הלוטוס,"3,350 ₪",12,5.0,קרית מוצקין,80,6 מתוך 11,0,קריות,דירה
הרב אבן דנן 1076,"2,250 ₪",12,3.0,נתניה,70,4 מתוך קרקע,1,נתניה והסביבה,דירה
החצב 13,"3,000 ₪",12,5.0,תל אביב יפו,250,9 מתוך 11,0,תל אביב,דירה
דוד רמז 63,"6,375 ₪",12,0,תל אביב יפו,75,3 מתוך 4,1,תל אביב,גג/פנטהאוז
יהושע גלוברמן 7,"7,300 ₪",12,2.0,חיפה,103,18 מתוך 34,1,חיפה וחוף הכרמל,גג/פנטהאוז
"אז""ר 8","5,450 ₪",12,0,חיפה,70,20 מתוך 42,0,חיפה וחוף הכרמל,דירה
ארלוזורוב 73,"3,000 ₪",12,0,קרית ביאליק,30,3 מתוך 3,1,קריות,דירה
קנאי הגליל 28,0,12,5.0,אשקלון,400,קרקע מתוך 5,0,אשדוד - אשקלון,דירת גן
סירקין 6,"10,500 ₪",12,0,רחובות,70,4 מתוך 5,0,נס ציונה - רחובות,דירה
"דרך צה""ל 1",0,12,0,אבן יהודה,100,קרקע מתוך 32,2,מושבים בשרון,דירה
תדהר 8,"2,800 ₪",12,0,באר שבע,200,2 מתוך 2,1,באר שבע והסביבה,סטודיו/לופט
רבי חנינא 26,"8,500 ₪",12,5.0,רמת גן,83,קרקע מתוך 3,0,רמת גן - גבעתיים,דירה
השקד 1,"5,600 ₪",12,0,ראש העין,110,2 מתוך 5,0,ראש העין והסביבה,דירת גן
מעלה הארנים 14,"18,400 ₪",0,0,נתניה,130,4 מתוך 6,1,נתניה והסביבה,בית פרטי/קוטג'
אביעזר ילין 5,"8,300 ₪",0,0,תל אביב יפו,70,4 מתוך 8,0,תל אביב,דירה
עוגן 13,"5,100 ₪",0,0,רחובות,145,1 מתוך 27,0,נס ציונה - רחובות,דירה
האשל 3,"4,900 ₪",12,0,אשקלון,125,1 מתוך 3,1,אשדוד - אשקלון,דירה
טאגור 39,"10,800 ₪",12,0,מודיעין מכבים רעות,55,3 מתוך 6,0,מודיעין והסביבה,דירה
עפרה חזה 21,"4,900 ₪",12,2.0,נתניה,0,1 מתוך 5,1,נתניה והסביבה,דירה
גולדה מאיר 25,"6,800 ₪",12,0,תל אביב יפו,145,קרקע מתוך קרקע,1,תל אביב,טריפלקס
ארלוזורוב 73,"3,000 ₪",12,0,תל אביב יפו,160,7 מתוך 9,1,תל אביב,דירה
קנאי הגליל 28,0,12,3.5,תל אביב יפו,0,1 מתוך 4,1,תל אביב,דירת גן
סירקין 6,"10,500 ₪",0,0,באר שבע,112,4 מתוך 5,0,באר שבע והסביבה,דירה
"דרך צה""ל 1",0,0,0,קרית ביאליק,85,3 מתוך 4,0,קריות,דירה
תדהר 8,"2,800 ₪",12,0,קרית ביאליק,60,7 מתוך 7,0,קריות,סטודיו/לופט
רבי חנינא 26,"8,500 ₪",12,3.0,גבעת שמואל,143,3 מתוך 4,1,בקעת אונו,דירה
השקד 1,"5,600 ₪",12,0,תל אביב יפו,40,1 מתוך 4,1,תל אביב,דירת גן
מעלה הארנים 14,"18,400 ₪",0,0,מודיעין מכבים רעות,110,1 מתוך 1,0,מודיעין והסביבה,בית פרטי/קוטג'
אביעזר ילין 5,"8,300 ₪",0,0,ראשון לציון,45,1 מתוך 4,0,"ראשל""צ והסביבה",דירה
עוגן 13,"5,100 ₪",12,0,חיפה,115,קרקע מתוך 1,0,חיפה וחוף הכרמל,דירה
האשל 3,"4,900 ₪",1,4.5,פרדס חנה כרכור,0,3 מתוך 3,2,פרדס חנה - כרכור,דירה
טאגור 39,"10,800 ₪",12,0,ארסוף,134,8 מתוך 9,0,מושבים בשרון,דירה
עפרה חזה 21,"4,900 ₪",12,0,חיפה,102,5 מתוך 5,1,חיפה וחוף הכרמל,דירה
גולדה מאיר 25,"6,800 ₪",12,0,באר שבע,85,1 מתוך 4,1,באר שבע והסביבה,טריפלקס
רימון 1,"3,850 ₪",12,0,קרית ביאליק,130,4 מתוך 10,1,קריות,יחידת דיור
גדרה 4,"1,250 ₪",12,9.0,קרית ביאליק,75,1 מתוך 4,0,קריות,תיירות ונופש
וייצמן 3,"4,400 ₪",12,0,גבעת שמואל,72,5 מתוך 5,0,בקעת אונו,דירה
ערבי נחל 5,"10,950 ₪",12,4.0,תל אביב יפו,123,19 מתוך 32,0,תל אביב,דירה
גשר,"7,000 ₪",12,0,מודיעין מכבים רעות,245,קרקע מתוך 2,1,מודיעין והסביבה,דירה
מעלה חוני המעגל 27,"2,900 ₪",12,0,ראשון לציון,0,2 מתוך 4,1,"ראשל""צ והסביבה",דירת גן
אריאל שרון 4,100 ₪,12,3.0,חיפה,134,1 מתוך 1,1,חיפה וחוף הכרמל,דירה
הלפרין 4,"4,200 ₪",12,4.0,פרדס חנה כרכור,102,2 מתוך 2,1,פרדס חנה - כרכור,דירה
מנחם בגין 4,"7,200 ₪",12,0,ארסוף,85,3 מתוך 20,0,מושבים בשרון,דירה
פרי מגדים 5,0,12,2.0,חיפה,130,4 מתוך 4,0,חיפה וחוף הכרמל,כללי
כנען 11,"6,400 ₪",12,4.0,הרצליה,75,1 מתוך 2,1,רמת השרון - הרצליה,דירה
ארגמן 1,"4,100 ₪",12,4.0,תל אביב יפו,72,13 מתוך 23,0,תל אביב,דירה
סטפן וייז 5,"5,450 ₪",12,0,תל אביב יפו,123,9 מתוך 15,0,תל אביב,דירה
נתיב חן 24,"3,800 ₪",12,0,תל אביב יפו,245,14 מתוך 18,0,תל אביב,דירה
"צה""ל 108","5,000 ₪",12,3.0,חיפה,100,11 מתוך 20,0,חיפה וחוף הכרמל,דירה
שדרות בן צבי 116,"7,500 ₪",12,0,רמת גן,80,1 מתוך 4,2,רמת גן - גבעתיים,דירה
חי 65,"3,000 ₪",12,5.0,גבעת שמואל,112,13 מתוך 42,1,בקעת אונו,סאבלט
משה שרת 52,"2,400 ₪",12,2.0,הרצליה,55,קרקע מתוך 4,3,רמת השרון - הרצליה,דירה
דב גרונר 12,"2,000 ₪",12,0,רמת גן,107,5 מתוך 9,0,רמת גן - גבעתיים,דירה
דרך למרחב 530,"2,900 ₪",12,0,תל אביב יפו,100,3 מתוך 10,0,תל אביב,דירה
הגבעה 36,"15,000 ₪",12,0,הרצליה,107,1 מתוך 5,1,רמת השרון - הרצליה,בית פרטי/קוטג'
רבינא 16,"7,000 ₪",12,0,צפת,50,1 מתוך 4,1,גליל ועמקים,דירה
ישעיהו 7,"7,500 ₪",12,0,הרצליה,120,2 מתוך 4,1,רמת השרון - הרצליה,דירה
קדושי מצרים 27,"4,000 ₪",0,0,ראשון לציון,95,1 מתוך 1,0,"ראשל""צ והסביבה",דירה
ישה חפץ 16,"20,000 ₪",12,0,ירושלים,110,6 מתוך 9,1,ירושלים והסביבה,דירה
יובלים 1,"2,550 ₪",12,0,ראשון לציון,70,3 מתוך 9,1,"ראשל""צ והסביבה",דירה
"כ""ח באייר 32","2,300 ₪",11,0,ערד,64,קרקע מתוך קרקע,0,באר שבע והסביבה,יחידת דיור
יצחק שיפר 3,"2,300 ₪",12,0,תל אביב יפו,130,2 מתוך 2,0,תל אביב,דירה
אורוגואי 3,"4,300 ₪",12,0,גני תקווה,90,6 מתוך 9,2,בקעת אונו,דירה
אחד העם 16,"4,550 ₪",12,0,אשדוד,125,8 מתוך 30,0,אשדוד - אשקלון,דירה
שלמה המלך 6,"2,900 ₪",4,0,רמת גן,105,קרקע מתוך קרקע,1,רמת גן - גבעתיים,בית פרטי/קוטג'
